FIPS,Area Name,FY 1976,FY 1977,FY 1978,FY 1979,FY 1980,FY 1981,FY 1982,FY 1983,FY 1984,FY 1985,FY 1986,FY 1987,FY 1988,FY 1989,FY 1990,FY 1991,FY 1992,FY 1993,FY 1994,FY 1995,FY 1996,FY 1997,FY 1998,FY 1999,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014
1968925,Rossie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969015,Rowan,"1,032,092","1,045,197","1,121,589","1,599,645","1,565,079","1,315,565","1,186,069","703,953","742,952","676,536","660,211","634,851","628,656","545,717","667,966","580,647","683,501","739,249","452,513","447,352",NA,NA,NA,NA,NA,"1,003,127",NA,NA,NA,NA,NA,"817,465","890,814","745,762","730,859","661,133","504,247",NA,NA
1969060,Rowley,"537,626","553,334","517,132","589,740","615,826","617,395","701,675","895,018","714,008","452,844","477,735","276,780","267,537","254,319","272,836","280,850","333,689","279,089","342,098","419,679","372,133","464,997","1,841,383","2,568,979","2,553,165","2,302,263","2,688,148","2,162,974","2,538,256","2,653,630","2,602,912","2,643,746","3,243,553","3,318,319","4,170,942","3,994,700","3,766,469","4,071,408","3,830,616"
1969105,Royal,"596,347","738,764","977,669","920,962","995,097","969,082","868,964","946,664","925,852","777,584","814,149","760,962","805,259","819,158","863,140","927,174","995,399","957,636","994,582","1,000,462","1,101,887","1,385,692","1,193,220","1,386,917","1,221,826","1,193,755","1,053,470","986,888","933,749","882,935","986,350","969,975","803,133","678,146","734,013","748,027","714,604","724,610","631,454"
1969195,Rudd,"1,892,010","2,153,926","2,165,225","2,992,313","3,045,762","2,220,141","1,946,178","1,493,965","1,369,841","1,111,452","1,041,325","1,044,309","1,125,924","1,154,192","1,159,202","1,159,658","1,370,519","1,416,300","1,217,248","1,068,958","1,125,764","782,615","866,428","966,848","1,049,022","1,046,394","1,481,436","1,325,952","1,303,104","1,399,897","1,337,876","1,249,420","1,325,309","1,331,586","1,472,973","1,550,587","1,831,592","1,822,322","1,600,895"
1969240,Runnells,"659,168","607,587","688,140","1,299,170","1,315,985","1,475,443","1,647,826","1,677,087","1,770,737","1,868,089","2,274,868","2,276,613","2,413,521","2,682,490","3,095,980","3,059,991","2,702,830","2,259,009","2,376,315","2,399,102","2,789,703","3,180,705","2,887,304","3,982,690","3,330,646","3,375,414","3,543,557","3,885,680","3,037,729","2,740,026","3,323,367","3,965,503","4,697,177","4,804,779","4,612,447","4,935,428","4,801,998","5,316,018","6,215,787"
1969285,Russell,"1,251,529","1,385,853","1,606,777","1,935,498","2,307,242","2,343,128","2,455,549","1,498,625","1,845,037","1,391,895","643,937","487,550","743,716","547,329","1,070,813","1,453,440","1,581,616","1,896,945","1,857,514","718,111","731,095","772,710","756,865","707,498","752,884","644,049","691,755","658,656","669,663","666,584","693,791","664,332","614,601","710,359","696,947","751,920","763,928","757,031","759,117"
1969330,Ruthven,"2,486,042","2,663,708","2,766,220","3,007,483","3,284,209","3,331,179","3,267,457","3,553,206","3,060,236","2,682,436","3,268,661","3,965,365","3,324,355","3,163,138","2,934,607","2,726,447","2,582,156","2,822,408","3,097,724","2,962,607","3,033,607","3,361,053","3,545,902","3,317,218","3,462,339","3,477,980","3,769,788","3,332,356","3,027,505","2,785,216","2,226,606","2,038,252","1,817,561","1,986,035","2,021,303","2,009,771","1,983,549","1,880,016","1,948,980"
1969375,Rutland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"462,784",NA,"298,968",NA,NA,NA,NA,NA,NA,NA
1969465,Ryan,"415,849","495,556","552,262","466,517","442,369","438,886","613,099","674,268","556,769","528,686","641,100","667,465","735,855","753,614","690,402","599,429","723,848","758,611","669,161","694,534","596,339","663,089","718,946","797,981","830,796","730,295","712,499","577,939","548,126","626,016","726,720","874,821","965,285","822,863","639,611","581,255","720,823","771,071","808,247"
1969510,Sabula,"822,209","960,653","951,210","992,641","1,178,634","1,234,376","1,399,440","1,365,689","1,321,292","1,526,043","1,681,200","1,493,298","1,693,389","1,786,195","1,641,436","1,511,525","1,514,414","1,502,797","1,390,954","1,453,292","1,429,838","1,522,398","1,539,840","1,624,281","1,890,711","2,064,018","2,044,255","1,994,078","1,864,436","2,064,056","2,108,870","2,123,504","1,940,912","2,187,127","1,995,692","1,935,346","2,054,350","2,281,145","2,271,186"
1969645,Sac City,"15,948,483","15,948,390","16,496,006","18,280,737","19,644,244","18,385,550","17,517,417","18,272,596","16,924,125","15,747,075","14,888,696","16,024,069","16,141,277","15,903,990","16,494,281","17,663,931","17,386,006","16,587,086","19,270,736","18,917,774","18,303,621","19,302,516","20,460,867","22,107,210","23,874,604","24,626,947","23,235,262","19,702,739","18,771,496","19,296,937","19,224,326","20,436,016","24,293,933","22,948,021","22,338,911","22,178,741","23,299,187","22,311,977","22,233,320"
1969690,Sageville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969735,St. Ansgar,"3,107,105","3,329,623","3,791,102","4,541,253","5,188,361","6,933,405","8,480,118","9,055,319","11,004,877","9,936,327","9,907,489","11,030,731","12,005,319","11,849,716","11,408,924","12,798,008","13,252,025","13,529,384","13,828,399","14,580,036","14,895,210","15,256,262","15,031,420","12,078,450","12,736,599","12,425,853","12,310,173","12,026,878","9,436,996","8,911,255","10,616,726","12,932,455","12,865,828","11,076,312","11,141,309","11,197,954","11,472,794","11,482,880","12,177,782"
1969780,St. Anthony,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969915,St. Charles,"713,895","908,339","1,000,476","1,250,050","1,319,121","1,215,359","1,333,872","1,434,266","1,507,579","1,330,279","1,350,799","1,461,260","1,744,308","1,582,015","1,649,621","1,847,342","1,892,303","2,127,936","2,156,107","2,243,345","2,736,976","3,587,213","1,930,075","2,476,539","2,410,127","2,689,669","2,670,374","2,788,626","2,646,101","2,759,901","2,922,689","3,182,587","2,812,974","3,007,780","2,878,550","3,061,397","3,136,202","3,416,286","3,433,633"
1969960,St. Donatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"728,707","747,089",NA,NA,NA,NA,NA,NA,NA,"1,327,023","1,520,355","1,689,408","1,697,444","1,659,661","1,591,787","1,625,603","1,811,798","1,834,428"
1970050,St. Lucas,"899,196","993,146","1,064,141","1,131,150","1,020,617","994,771","973,217","951,650","1,014,900","973,830","986,576","1,058,529","1,184,629","1,155,756","1,185,666","1,300,238","1,377,205","1,376,161","1,431,710","1,496,138","963,466","1,096,485","1,173,709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970095,St. Marys,NA,NA,NA,NA,NA,"563,734","483,727",NA,"414,314",NA,"400,678","363,302",NA,"485,435","524,967","496,560",NA,"533,737","527,019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"630,446","535,493","590,595",NA,NA,NA,NA,NA
1970140,St. Olaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"202,896","229,412",NA,NA,NA,NA,"225,940","207,881","348,185",NA,"305,213",NA,"455,802","455,578",NA,NA,NA
1970185,St. Paul,NA,"1,633,584","2,096,216","2,607,326","2,654,049","2,641,581","2,629,216","3,001,457","2,358,395","2,524,504","2,437,964","2,358,451","2,568,355","2,729,008","2,718,436","2,514,646","2,435,180","2,695,140","2,893,809","2,828,534","2,728,816","2,806,490","3,028,518","2,976,774","3,132,838","2,981,542","3,282,872","3,043,770","2,632,481","3,206,079","2,997,776","3,186,935","3,104,330","2,643,149","2,602,712","2,854,632","2,876,361","3,454,994","2,916,272"
1970230,Salem,"547,455","415,959","340,980","420,487","329,841","360,214","340,615","433,870","435,603","473,438","469,175","408,826","329,337","365,585","418,469","393,468","498,683","384,262","526,285","622,438","574,187","559,888","615,454","689,731","817,011","859,688","778,727","771,888","833,172","1,118,165","1,501,100","1,549,893","1,790,880","1,920,876","1,946,731","2,115,693","2,337,924","2,249,721","2,249,819"
1970320,Salix,"475,305","552,419","629,739","730,521","943,747","907,897","836,307","991,390","1,031,984","1,071,728","1,648,749","1,141,308","1,250,988","1,251,101","1,469,906","1,759,886","1,476,165","1,127,909","1,210,566","1,388,403","2,067,347","2,075,686","2,062,248","1,626,564","1,767,352","1,884,577","1,974,501","1,966,233","2,284,305","2,763,970","2,529,365","2,242,194","3,416,040","2,260,825","3,109,832","4,801,800","10,775,775","32,046,975","11,013,105"
1970410,Sanborn,"3,177,681","3,502,562","4,644,448","4,683,488","5,162,241","5,042,189","5,006,426","5,005,832","4,737,868","4,444,304","4,476,629","4,680,908","4,684,574","4,673,643","4,842,246","4,605,848","4,851,010","5,317,750","6,172,331","5,838,735","7,216,022","7,733,995","8,504,412","10,192,840","8,294,752","7,871,568","10,810,055","10,178,272","10,337,935","11,369,570","11,614,930","12,744,772","15,320,724","12,892,700","12,061,059","12,649,162","13,820,900","11,197,185","11,917,148"
1970590,Sandyville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971040,Scarville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971085,Schaller,"2,678,561","3,302,785","3,578,585","4,103,722","4,578,881","3,757,428","3,928,535","4,177,725","3,602,343","3,203,684","2,881,350","3,067,976","3,078,725","3,438,199","3,409,358","3,307,334","3,373,543","3,178,012","3,018,837","3,386,825","4,094,748","5,103,980","4,901,059","5,479,269","6,194,873","4,241,157","4,361,132","4,184,269","4,136,041","4,355,758","3,893,532","3,939,931","4,299,953","5,146,363","5,520,917","5,999,650","5,957,478","5,580,786","5,110,477"
1971130,Schleswig,"1,761,108","2,015,032","2,245,721","2,411,979","3,893,251","3,496,038","3,322,044","4,129,433","3,049,246","2,981,298","2,896,739","3,192,286","2,337,413","2,113,559","2,216,266","2,323,041","2,273,321","2,084,131","2,089,503","2,039,355","2,306,660","2,751,294","2,075,273","2,180,054","2,018,790","2,322,092","1,888,632","2,032,056","1,835,984","2,470,841","2,013,464","4,160,606","2,804,133","2,578,648","2,673,488","2,984,931","2,626,217","3,382,104","2,731,462"
1971310,Scranton,"2,018,295","2,231,650","2,167,512","2,643,199","3,115,448","2,649,764","2,584,009","2,524,984","2,280,625","2,212,053","2,273,066","2,092,921","2,208,735","2,195,513","2,130,397","2,147,429","2,104,814","2,159,647","3,208,988","3,364,071","1,957,997","2,209,829","2,021,668","1,943,118","2,365,261","2,031,142","1,907,669","2,091,274","2,197,408","2,081,531","2,107,747","2,337,276","2,377,628","2,170,361","2,226,314","2,243,376","3,031,381","2,936,559","3,690,103"
1971355,Searsboro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971625,Sergeant Bluff,"1,818,973","2,193,181","3,007,554","3,085,405","3,432,306","3,800,591","4,408,081","4,271,367","4,065,125","3,522,799","3,428,000","5,594,639","6,980,325","7,826,776","7,987,987","7,448,771","7,301,332","6,699,771","6,340,678","6,917,628","8,075,513","9,389,585","10,840,577","12,650,514","16,867,637","29,917,820","29,138,562","21,083,937","18,509,555","18,906,626","22,600,015","24,835,169","28,766,986","29,702,872","28,011,573","30,252,158","42,566,716","59,933,790","50,804,852"
1971760,Seymour,"1,176,386","1,385,852","1,545,014","2,093,517","2,085,233","1,935,831","1,846,686","1,850,240","1,785,028","1,765,923","1,882,595","1,441,611","1,315,919","1,316,573","1,438,213","1,558,684","1,484,694","1,531,288","1,616,831","1,626,415","1,498,939","1,504,691","1,571,881","1,503,675","1,545,178","1,471,951","1,596,167","1,631,483","1,696,155","1,613,057","1,642,859","1,784,733","1,721,164","1,935,912","1,965,174","2,177,040","2,408,810","2,323,795","2,520,931"
1971895,Shambaugh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971940,Shannon City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972075,Sharpsburg,"78,256","83,633","87,614","124,079","90,626","102,738","100,761","97,715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972210,Sheffield,"4,075,458","4,908,314","6,878,235","4,909,017","4,868,415","4,353,354","5,056,158","4,855,078","4,319,723","4,105,585","3,973,971","3,973,041","3,780,935","3,467,098","2,870,909","2,974,714","3,213,486","2,924,190","2,676,217","2,880,304","2,879,103","2,998,931","3,336,396","3,187,353","2,851,322","3,854,221","4,323,018","4,941,273","4,978,847","5,175,021","6,947,541","6,582,774","5,679,201","6,227,442","5,875,836","6,921,827","20,281,704","7,773,712","7,985,645"
1972300,Shelby,"721,919","1,050,526","1,246,280","1,317,506","1,398,804","1,460,937","1,327,076","1,585,451","1,490,411","1,619,724","1,358,447","1,462,965","1,460,932","1,426,693","1,132,337","1,305,756","1,300,947","1,304,728","1,102,420","1,049,000","992,375","1,091,652","1,019,394","1,044,767","1,024,658","1,066,833","1,017,458","1,030,245","846,044","715,310","661,214","693,055","724,225","792,227","863,718","740,354","1,426,181","700,425","755,324"
1972345,Sheldahl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972390,Sheldon,"21,926,336","25,236,163","27,897,727","32,163,165","35,214,062","34,148,452","36,150,694","38,218,767","38,914,409","38,278,130","38,509,059","44,942,084","49,419,945","48,033,838","46,295,284","45,342,534","44,659,563","45,548,670","48,076,362","49,350,832","50,957,537","52,831,819","54,084,472","51,934,691","52,772,245","61,884,758","63,791,613","63,383,302","62,335,222","63,743,103","62,599,506","62,430,286","64,396,159","61,194,385","62,079,533","62,293,129","66,625,745","67,279,723","72,262,442"
1972435,Shell Rock,"3,961,114","4,544,155","2,619,475","3,929,249","2,931,740","1,890,678","2,453,323","2,579,062","2,550,634","2,811,885","3,547,257","3,679,655","3,657,202","3,316,863","3,293,494","3,224,846","3,503,916","3,810,158","3,985,284","4,296,873","3,781,144","3,591,256","3,575,943","3,744,117","3,587,052","3,309,486","3,206,534","3,409,593","3,594,194","4,197,768","4,307,167","4,325,110","4,416,662","4,351,762","4,185,205","4,280,656","4,485,768","6,111,774","9,154,838"
1972480,Shellsburg,"824,148","1,110,176","1,434,862","1,705,971","1,725,186","1,638,885","1,582,832","1,828,485","1,549,082","1,506,102","1,534,511","1,427,544","1,647,179","1,886,804","1,862,711","2,038,012","2,047,663","2,166,819","2,831,679","2,941,936","3,040,272","3,976,711","4,543,312","5,015,660","5,194,648","6,393,220","7,843,613","7,970,122","7,913,125","6,311,894","4,806,361","5,674,158","5,537,601","5,766,859","5,589,290","5,586,931","5,901,557","6,471,481","6,545,347"
1972525,Shenandoah,"32,282,719","35,743,061","38,631,833","43,450,400","47,236,933","49,041,533","51,892,100","52,168,262","50,572,450","50,325,800","48,264,000","49,170,550","49,457,350","49,154,650","50,743,525","51,426,625","57,640,525","60,088,696","62,441,878","65,770,037","77,685,247","69,995,094","70,959,924","69,591,350","72,230,000","71,690,768","73,700,000","39,044,714","38,444,577","39,840,707","40,003,133","39,965,298","38,446,353","57,842,001","55,474,703","61,102,863","85,126,111","81,363,196","76,219,105"
1972660,Sherrill,"153,591","237,290",NA,"211,924","216,310","178,707",NA,NA,NA,"206,573","209,215","257,935","313,027","347,351","420,919","475,053","488,613","690,369","809,732","1,010,489","850,749","603,857","701,758","705,274","738,016","690,302","1,108,355","1,234,460","1,173,271","1,536,342","1,465,349","1,622,530","1,674,155","1,671,564","2,164,276","2,180,888","2,194,036","2,291,305","2,420,403"
1972840,Shueyville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972975,Sibley,"11,335,161","12,710,552","15,347,260","18,233,155","19,296,222","18,594,857","18,118,150","19,169,244","20,492,857","17,638,589","16,813,695","16,614,903","17,158,398","17,937,979","19,190,109","18,687,948","18,739,484","19,836,261","20,379,217","21,357,502","21,780,251","22,249,152","22,251,772","23,054,554","23,096,558","23,090,794","25,218,560","25,258,319","22,805,360","21,377,663","21,355,240","21,414,511","20,210,066","20,830,759","20,833,025","20,865,670","22,153,037","23,576,171","27,020,999"
1973065,Sidney,"2,846,360","3,384,540","3,257,136","3,094,780","3,586,620","3,589,672","3,530,859","3,766,272","3,791,644","4,157,118","3,864,261","3,741,031","3,847,459","3,867,996","3,956,730","3,788,074","3,746,861","4,659,077","4,813,691","4,254,853","3,868,169","4,074,168","3,984,003","3,914,806","4,348,188","4,515,224","4,338,281","4,298,766","3,762,867","3,735,151","3,392,949","3,425,230","3,986,171","3,818,102","3,683,801","3,909,077","4,559,844","4,230,139","4,397,770"
1973110,Sigourney,"10,546,779","11,642,062","11,596,516","13,118,251","14,574,292","14,708,427","14,615,339","14,454,049","14,739,474","15,090,684","15,197,362","15,551,216","16,466,078","16,084,667","16,186,204","16,834,846","17,293,841","16,900,502","14,691,613","12,601,037","12,272,990","12,467,717","13,231,243","13,376,089","13,309,750","14,405,516","15,272,550","14,056,581","13,869,711","14,643,508","14,441,343","15,895,941","16,625,091","18,019,023","18,859,479","19,489,978","20,473,485","20,214,584","20,438,913"
1973155,Silver City,"273,638","350,383",NA,"540,020","570,779",NA,"695,556","551,231","456,583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"948,018","792,253","710,918","609,060","770,815","750,252","713,998",NA,NA,"657,616","700,566","389,572","359,853","588,480","560,359","593,915","332,224","183,991"
1973290,Sioux Center,"18,415,795","20,545,723","22,682,966","29,039,244","31,599,914","26,772,319","27,002,732","30,045,467","29,988,779","28,907,465","27,645,265","29,935,319","32,283,200","35,399,307","39,609,599","44,642,029","47,362,784","50,889,120","56,019,146","54,054,097","60,020,168","65,702,297","71,749,892","72,171,312","73,438,103","76,088,058","79,076,163","78,614,693","82,076,517","90,453,018","96,292,338","101,033,563","110,402,041","120,219,785","114,205,373","119,933,819","131,057,839","133,439,337","140,972,111"
1973335,Sioux City,"351,778,462","399,191,741","413,603,550","452,077,284","467,827,890","485,821,980","501,538,024","522,991,836","545,384,123","559,641,484","564,853,908","592,891,653","627,533,284","668,406,416","697,017,489","711,763,177","747,758,067","790,290,163","850,977,641","898,331,266","936,385,184","949,898,845","1,001,629,033","1,057,775,104","1,074,783,102","1,071,311,440","1,079,801,816","1,087,282,698","1,114,186,687","1,139,336,774","1,181,614,954","1,235,321,100","1,318,964,916","1,360,025,073","1,334,647,338","1,371,700,292","1,407,973,636","1,422,970,515","1,480,652,538"
1973425,Sioux Rapids,"3,514,299","3,711,246","3,813,621","4,725,251","5,688,668","4,610,666","5,150,664","5,450,127","5,425,020","5,047,340","4,610,453","5,451,795","5,558,705","5,620,709","5,560,804","5,843,012","6,348,336","7,335,018","7,461,714","8,056,073","8,804,520","9,431,288","9,210,522","9,553,490","8,286,566","6,966,371","8,477,561","9,027,062","8,997,271","8,581,210","10,219,077","9,296,944","8,269,753","13,898,628","9,974,536","9,662,095","11,235,239","9,603,836","12,420,244"
