geoid,name,st,cty_fips,cz,pop2010,rucc,cbsa,csa,metro_type,msp,msp_yr,msp_accr,msp_affl,jobs_02,jobs_03,jobs_04,jobs_05,jobs_06,jobs_07,jobs_08,jobs_09,jobs_10,jobs_11,jobs_12,jobs_13,jobs_14,jobs_15
3770540,Wake Forest,North Carolina,37183,87,30117,1,39580,450,Metropolitan Statistical Area,1,2006,1,0,3900,4211,4724,5739,6359,7037,7538,6506,7318,7135,7615,8164,8343,10043
3771860,Wendell,North Carolina,37183,87,5845,1,39580,450,Metropolitan Statistical Area,0,0,0,0,1565,1558,1404,1531,1476,1766,1835,1499,1422,1758,1404,1222,1140,1299
3776220,Zebulon,North Carolina,37183,87,4433,1,39580,450,Metropolitan Statistical Area,1,2004,0,1,3929,3650,4576,4836,4950,4503,4106,3726,3863,3723,4244,4176,4265,4487
3900436,Addyston,Ohio,39061,89,938,1,17140,178,Metropolitan Statistical Area,0,0,0,0,657,769,723,688,654,643,672,461,82,308,400,409,374,365
3901798,Amherst,Ohio,39093,417,12021,1,17460,184,Metropolitan Statistical Area,1,2015,0,1,3837,4803,4591,4576,4584,4552,4485,4245,4403,4302,4545,4651,4842,4787
3902680,Ashville,Ohio,39129,327,4097,1,18140,198,Metropolitan Statistical Area,0,0,0,0,705,1072,1263,1349,828,820,888,906,916,679,612,598,781,572
3903352,Avon,Ohio,39093,417,21193,1,17460,184,Metropolitan Statistical Area,0,0,0,0,4509,5694,6457,6860,7444,7006,7637,7538,7839,8412,9068,9244,9683,10426
3903464,Avon Lake,Ohio,39093,417,22581,1,17460,184,Metropolitan Statistical Area,0,0,0,0,10712,10445,10175,9761,9542,8683,8124,5925,6833,6383,7553,7323,7604,8269
3904150,Batavia,Ohio,39025,89,1509,1,17140,178,Metropolitan Statistical Area,0,0,0,0,5224,5023,4906,5200,4911,4686,4382,4038,4204,4165,2928,3349,3524,3612
3904416,Bay Village,Ohio,39035,170,15651,1,17460,184,Metropolitan Statistical Area,0,0,0,0,2036,2005,2022,2030,1999,2045,1985,2063,2089,2042,2032,1952,1990,2012
3904878,Bedford,Ohio,39035,170,13074,1,17460,184,Metropolitan Statistical Area,0,0,0,0,6686,6853,6917,7172,7508,7029,7376,7171,6881,5627,4881,4893,4887,4697
3905690,Berea,Ohio,39035,170,19093,1,17460,184,Metropolitan Statistical Area,0,0,0,0,8511,8641,8752,8710,8636,8581,8603,6592,7485,8151,8065,7483,7917,7623
3906068,Bethel,Ohio,39025,89,2711,1,17140,178,Metropolitan Statistical Area,0,0,0,0,879,862,934,871,850,836,874,847,895,901,866,821,891,930
3906278,Bexley,Ohio,39049,10,13057,1,18140,198,Metropolitan Statistical Area,0,0,0,0,2647,2698,2727,2765,2779,2540,2535,1992,1933,2088,1990,2100,2086,2039
3908336,Bratenahl,Ohio,39035,170,1197,1,17460,184,Metropolitan Statistical Area,0,0,0,0,225,210,222,226,214,195,194,205,210,206,214,229,236,248
3908364,Brecksville,Ohio,39035,170,13656,1,17460,184,Metropolitan Statistical Area,0,0,0,0,11834,10390,10764,10266,9924,9916,9432,9126,7830,8907,9538,9967,9929,10000
3908392,Bremen,Ohio,39045,10,1425,1,18140,198,Metropolitan Statistical Area,0,0,0,0,496,481,561,558,563,689,671,560,607,537,481,543,772,424
3909064,Broadview Heights,Ohio,39035,170,19400,1,17460,184,Metropolitan Statistical Area,0,0,0,0,7594,7591,7772,6116,6094,6161,6003,5699,5756,5477,5664,5859,5735,5927
3909246,Brooklyn,Ohio,39035,170,11169,1,17460,184,Metropolitan Statistical Area,0,0,0,0,12507,12695,13213,13459,13743,14234,14282,11673,11902,13278,13963,13998,13740,14679
3909288,Brook Park,Ohio,39035,170,19212,1,17460,184,Metropolitan Statistical Area,0,0,0,0,14630,13819,14404,14477,14030,12791,12406,11968,9672,10489,9975,9902,9650,9963
3909680,Brunswick,Ohio,39103,170,34255,1,17460,184,Metropolitan Statistical Area,0,0,0,0,7045,7412,7509,7656,8005,8254,8165,7736,7761,8439,8670,8710,8592,8745
3911332,Canal Winchester,Ohio,39049,10,7101,1,18140,198,Metropolitan Statistical Area,0,0,0,0,3151,3203,3195,3382,3954,4245,4024,4100,3866,3774,4215,4531,4667,4881
3912084,Cardington,Ohio,39117,391,2047,1,18140,198,Metropolitan Statistical Area,0,0,0,0,524,519,522,519,489,453,410,387,358,805,890,961,1016,998
3913358,Chagrin Falls,Ohio,39035,170,4113,1,17460,184,Metropolitan Statistical Area,0,0,0,0,2251,2659,2147,2323,2201,2208,2039,2048,1865,1926,2022,2075,2025,2175
3913554,Chardon,Ohio,39055,170,5148,1,17460,184,Metropolitan Statistical Area,1,2015,1,0,5558,5159,5235,5484,5402,4613,4430,4303,4295,4459,4832,4852,5071,4892
3914128,Cheviot,Ohio,39061,89,8375,1,17140,178,Metropolitan Statistical Area,0,0,0,0,2387,2084,2080,2079,2117,2235,2146,1931,1887,1875,1915,1802,1779,1680
3915070,Circleville,Ohio,39129,327,13314,1,18140,198,Metropolitan Statistical Area,0,0,0,0,7557,7611,7366,6831,6532,6169,6479,6405,6046,6785,5039,5235,4899,4711
3916014,Cleveland Heights,Ohio,39035,170,46121,1,17460,184,Metropolitan Statistical Area,0,0,0,0,10075,10029,10362,10330,10141,10018,9894,9546,8941,9063,9019,9164,8346,7768
3916028,Cleves,Ohio,39061,89,3234,1,17140,178,Metropolitan Statistical Area,0,0,0,0,445,486,484,418,409,467,466,491,486,669,418,406,402,536
3919456,Crooksville,Ohio,39127,10,2534,1,18140,198,Metropolitan Statistical Area,0,0,0,0,612,607,636,640,496,624,685,419,330,337,401,520,516,541
3921266,Deer Park,Ohio,39061,89,5736,1,17140,178,Metropolitan Statistical Area,0,0,0,0,2177,1888,1588,1566,1440,1529,1501,1252,1003,958,894,949,1214,1001
3921434,Delaware,Ohio,39041,10,34753,1,18140,198,Metropolitan Statistical Area,1,2000,1,0,11527,11636,12207,12460,12749,12231,13375,14046,13484,14883,15175,15601,15797,14893
3922008,Dillonvale,Ohio,39061,89,3474,1,17140,178,Metropolitan Statistical Area,0,0,0,0,426,418,362,368,376,338,356,362,401,513,500,474,466,397
3923380,East Cleveland,Ohio,39035,170,17843,1,17460,184,Metropolitan Statistical Area,0,0,0,0,5416,4931,5178,5077,5119,4785,4687,3418,4521,3563,3197,3059,3167,2978
3925186,Elmwood Place,Ohio,39061,89,2188,1,17140,178,Metropolitan Statistical Area,0,0,0,0,1153,1239,1477,1482,1674,1590,1630,1285,457,1033,2099,2006,1859,2037
3925256,Elyria,Ohio,39093,417,54533,1,17460,184,Metropolitan Statistical Area,0,0,0,0,27773,28232,27903,27947,26874,26827,27057,24519,23620,25248,25819,25864,25918,23995
3925704,Euclid,Ohio,39035,170,48920,1,17460,184,Metropolitan Statistical Area,0,0,0,0,19532,18165,18837,18434,17933,18070,17750,15616,15737,16073,16331,16067,14759,14074
3925970,Fairfield,Ohio,39017,89,42510,1,17140,178,Metropolitan Statistical Area,0,0,0,0,24286,27544,27571,27812,29311,31099,30738,27745,27735,27435,26577,28494,30127,30460
3926306,Fairport Harbor,Ohio,39085,170,3109,1,17460,184,Metropolitan Statistical Area,0,0,0,0,667,671,674,721,760,785,516,600,637,742,681,721,679,633
3926446,Fairview Park,Ohio,39035,170,16826,1,17460,184,Metropolitan Statistical Area,0,0,0,0,4991,4806,4597,4481,4077,4189,4724,4625,6807,6511,6841,6732,7396,7555
3928476,Franklin,Ohio,39165,89,11771,1,17140,178,Metropolitan Statistical Area,0,0,0,0,5948,6191,6261,6192,6257,6466,6184,7722,5347,5471,5176,5259,5488,5870
3929428,Garfield Heights,Ohio,39035,170,28849,1,17460,184,Metropolitan Statistical Area,0,0,0,0,9665,10589,9909,10139,10639,10811,11287,8752,10803,11318,10889,10745,11075,11799
3929778,Georgetown,Ohio,39015,89,4331,1,17140,178,Metropolitan Statistical Area,0,0,0,0,2287,2061,2263,2436,2286,2031,2317,2065,1907,2428,2093,2236,2285,2077
3930380,Glendale,Ohio,39061,89,2155,1,17140,178,Metropolitan Statistical Area,0,0,0,0,1012,882,711,791,822,849,810,814,772,753,856,848,876,857
3931304,Grandview Heights,Ohio,39049,10,6536,1,18140,198,Metropolitan Statistical Area,0,0,0,0,3315,2959,2424,2495,2414,2419,2567,2448,2401,2895,4047,4123,4194,4488
3931402,Granville,Ohio,39089,10,5646,1,18140,198,Metropolitan Statistical Area,0,0,0,0,3124,2558,2434,2510,2494,2798,2761,2578,2685,2499,2413,2340,2451,2416
3932158,Greenhills,Ohio,39061,89,3615,1,17140,178,Metropolitan Statistical Area,0,0,0,0,1845,1798,1717,1824,1744,1688,1818,1722,1674,1485,1446,1390,1515,1496
3932592,Grove City,Ohio,39049,10,35575,1,18140,198,Metropolitan Statistical Area,0,0,0,0,15133,16110,16346,17230,18584,18324,18591,18856,18418,18620,18635,19082,21059,22635
3932606,Groveport,Ohio,39049,10,5363,1,18140,198,Metropolitan Statistical Area,0,0,0,0,5016,6525,6533,6833,7022,7659,7764,7750,8435,9298,9887,10090,10381,11117
3933012,Hamilton,Ohio,39017,89,62477,1,17140,178,Metropolitan Statistical Area,0,0,0,0,27412,26659,26490,27118,27712,27016,26707,24784,18923,21331,22616,22804,19433,19432
3933838,Harrison,Ohio,39061,89,9897,1,17140,178,Metropolitan Statistical Area,0,0,0,0,7154,7060,6810,6573,6058,5084,4762,4737,5143,4776,4843,4941,5227,5098
3937240,Independence,Ohio,39035,170,7133,1,17460,184,Metropolitan Statistical Area,0,0,0,0,20319,21533,23427,23612,23683,22816,22133,20027,22021,22560,22563,23342,25070,24780
3939340,Johnstown,Ohio,39089,10,4632,1,18140,198,Metropolitan Statistical Area,0,0,0,0,1539,1550,1490,1576,1282,1260,1189,1219,1523,2944,1534,1583,1683,1628
3941664,Lakewood,Ohio,39035,170,52131,1,17460,184,Metropolitan Statistical Area,1,2006,1,0,14449,14240,13389,13118,12545,12949,12501,10849,11412,11968,12430,12791,12810,12794
3941720,Lancaster,Ohio,39045,10,38780,1,18140,198,Metropolitan Statistical Area,0,0,0,0,17792,19352,19270,19565,19807,19524,19642,18233,18832,19790,19315,19332,19472,19735
3942364,Lebanon,Ohio,39165,89,20033,1,17140,178,Metropolitan Statistical Area,1,2009,1,0,10364,10558,10746,11135,11283,11238,11359,11197,10910,10586,10404,11179,11585,11793
3944366,Lockland,Ohio,39061,89,3449,1,17140,178,Metropolitan Statistical Area,0,0,0,0,1642,1895,1506,1629,1688,2182,2109,2067,2201,2235,1882,2207,2283,2171
3944604,Lodi,Ohio,39103,170,2746,1,17460,184,Metropolitan Statistical Area,0,0,0,0,991,1003,917,911,978,1026,1024,1050,826,1048,1005,907,973,944
3944632,Logan,Ohio,39073,10,7152,1,18140,198,Metropolitan Statistical Area,0,0,0,0,4637,4547,4435,4473,4528,4590,4459,4385,4008,4554,4740,4683,4551,4635
3944674,London,Ohio,39097,10,9904,1,18140,198,Metropolitan Statistical Area,0,0,0,0,5166,5279,5440,5594,5575,5008,5383,4885,5454,5652,4919,5112,5339,5781
3944856,Lorain,Ohio,39093,417,64097,1,17460,184,Metropolitan Statistical Area,0,0,0,0,17864,16244,17086,17140,16876,16053,15627,15380,13854,15787,15290,15284,15109,15159
3945108,Loveland,Ohio,39061,89,12081,1,17140,178,Metropolitan Statistical Area,0,0,0,0,3683,3537,3556,4003,4266,4537,4017,3637,3888,3969,4056,4050,4127,4141
3945556,Lyndhurst,Ohio,39035,170,14001,1,17460,184,Metropolitan Statistical Area,0,0,0,0,5434,5006,5224,4867,4924,4886,5190,5075,4966,5230,5127,5116,4945,4878
3946312,Madeira,Ohio,39061,89,8726,1,17140,178,Metropolitan Statistical Area,0,0,0,0,3143,2976,2932,3061,3133,3016,2810,2804,2981,2741,2801,2852,2840,2637
3947306,Maple Heights,Ohio,39035,170,23138,1,17460,184,Metropolitan Statistical Area,0,0,0,0,7609,8022,8041,8163,7585,6334,5951,5492,5606,5810,5651,5624,5738,5457
3948160,Marysville,Ohio,39159,10,22094,1,18140,198,Metropolitan Statistical Area,0,0,0,0,19180,10753,10752,10976,9556,11382,11232,11735,12032,12557,13037,14038,14418,15871
3948482,Mayfield Heights,Ohio,39035,170,19155,1,17460,184,Metropolitan Statistical Area,0,0,0,0,14893,16072,15612,15676,16903,16634,15410,12935,15256,15412,16335,16262,16849,17620
3948790,Medina,Ohio,39103,170,26678,1,17460,184,Metropolitan Statistical Area,1,2008,1,0,16090,16616,16290,16204,16308,16932,16491,15892,14280,14368,14272,13836,14893,14417
3949056,Mentor,Ohio,39085,170,47159,1,17460,184,Metropolitan Statistical Area,0,0,0,0,29961,30490,30489,31421,32215,33157,32780,30482,30518,30462,31704,31712,32170,32989
3949644,Middleburg Heights,Ohio,39035,170,15946,1,17460,184,Metropolitan Statistical Area,0,0,0,0,21816,21338,20605,20118,20582,20849,20581,19240,19191,19356,20224,20702,20757,20491
3949840,Middletown,Ohio,39017,89,48694,1,17140,178,Metropolitan Statistical Area,1,2017,1,0,24808,23462,23445,23272,22248,22916,21424,18701,20748,20441,19363,19086,17617,18526
3950176,Milford,Ohio,39025,89,6709,1,17140,178,Metropolitan Statistical Area,0,0,0,0,3164,3662,3678,3688,3474,3263,3497,3981,3631,4495,4539,4747,5089,5147
3952738,Mount Gilead,Ohio,39117,391,3660,1,18140,198,Metropolitan Statistical Area,0,0,0,0,1935,2115,2133,2183,1983,2059,1584,1627,1761,1860,1913,1835,1905,1972
3952752,Mount Healthy,Ohio,39061,89,6098,1,17140,178,Metropolitan Statistical Area,0,0,0,0,2048,2080,1954,1886,1830,1924,1893,1586,1776,2029,1903,1835,1985,2100
3953046,Mount Sterling,Ohio,39097,10,1782,1,18140,198,Metropolitan Statistical Area,0,0,0,0,429,371,409,387,351,319,368,369,305,313,501,439,392,470
3954040,Newark,Ohio,39089,10,47573,1,18140,198,Metropolitan Statistical Area,1,2015,0,1,24621,23598,24417,25136,25160,24526,24602,24361,23372,22708,22594,22646,22703,22133
3954250,Newburgh Heights,Ohio,39035,170,2167,1,17460,184,Metropolitan Statistical Area,0,0,0,0,881,751,664,739,674,712,713,623,519,578,626,606,626,605
3954866,New Lexington,Ohio,39127,10,4731,1,18140,198,Metropolitan Statistical Area,0,0,0,0,1692,1868,1709,1709,1841,1687,1717,1877,1773,1955,2046,2130,2154,2146
3955104,New Miami,Ohio,39017,89,2249,1,17140,178,Metropolitan Statistical Area,0,0,0,0,48,74,70,86,86,53,41,26,22,35,53,23,34,27
3955384,New Richmond,Ohio,39025,89,2582,1,17140,178,Metropolitan Statistical Area,0,0,0,0,1121,1054,887,902,861,849,856,838,807,567,671,674,607,615
3955678,Newtown,Ohio,39061,89,2672,1,17140,178,Metropolitan Statistical Area,0,0,0,0,1645,1457,1466,1436,1526,1453,1518,1435,1423,1358,1396,1446,1546,1557
3956322,North College Hill,Ohio,39061,89,9397,1,17140,178,Metropolitan Statistical Area,0,0,0,0,2833,2559,2569,2494,2388,2323,2089,2200,2181,2188,2220,2191,1737,1833
3956882,North Olmsted,Ohio,39035,170,32718,1,17460,184,Metropolitan Statistical Area,0,0,0,0,15755,15267,15576,15802,16085,15623,15545,14310,14224,14438,15166,15298,15088,15405
3957008,North Royalton,Ohio,39035,170,30444,1,17460,184,Metropolitan Statistical Area,0,0,0,0,7923,7698,7749,7802,7481,7550,7211,6623,6366,6636,6885,6769,6585,6758
3957386,Norwood,Ohio,39061,89,19207,1,17140,178,Metropolitan Statistical Area,0,0,0,0,14645,15440,14901,16326,15870,15502,15486,14722,13298,13804,12731,12990,13808,13080
3957834,Oberlin,Ohio,39093,417,8286,1,17460,184,Metropolitan Statistical Area,1,2015,0,1,4421,3714,3824,3611,3810,3871,3666,4085,4053,4888,4270,4348,4372,4327
3959234,Oxford,Ohio,39017,89,21371,1,17140,178,Metropolitan Statistical Area,0,0,0,0,4828,4792,4752,4850,4829,4821,4465,4357,4616,4412,4092,4812,9548,9251
3959416,Painesville,Ohio,39085,170,19563,1,17460,184,Metropolitan Statistical Area,1,2009,1,0,9506,9206,9101,9288,9036,8299,8334,7922,6591,8168,6631,6585,6509,6479
3961028,Parma Heights,Ohio,39035,170,20718,1,17460,184,Metropolitan Statistical Area,0,0,0,0,4898,4897,4529,4423,4434,4494,4357,4114,4030,4285,3965,3715,3658,3513
3963030,Plain City,Ohio,39097,10,4225,1,18140,198,Metropolitan Statistical Area,0,0,0,0,1394,1418,1387,1181,1135,1162,1107,892,1107,1072,939,821,823,886
3965732,Reading,Ohio,39061,89,10385,1,17140,178,Metropolitan Statistical Area,0,0,0,0,5394,5595,5548,5815,5622,5744,5866,5424,5064,5220,5561,5525,5287,5256
3966936,Richwood,Ohio,39159,10,2229,1,18140,198,Metropolitan Statistical Area,0,0,0,0,499,490,549,493,563,581,609,493,512,567,671,656,727,638
3967272,Ripley,Ohio,39015,89,1750,1,17140,178,Metropolitan Statistical Area,0,0,0,0,620,603,629,552,568,557,533,807,999,495,508,506,779,741
3968056,Rocky River,Ohio,39035,170,20213,1,17460,184,Metropolitan Statistical Area,0,0,0,0,8882,8800,9036,9068,9228,9050,8866,8448,7999,7831,7362,8041,7717,7846
3968560,Roseville,Ohio,39127,10,1852,1,18140,198,Metropolitan Statistical Area,0,0,0,0,275,187,175,219,228,205,219,358,205,161,208,197,175,246
3969470,St. Bernard,Ohio,39061,89,4368,1,17140,178,Metropolitan Statistical Area,0,0,0,0,13828,13380,13179,13413,14920,15154,12910,15238,14947,14051,14464,14414,13597,4965
3971682,Shaker Heights,Ohio,39035,170,28448,1,17460,184,Metropolitan Statistical Area,0,0,0,0,10155,10320,9324,9282,8662,7962,7761,8466,7126,7364,7637,7093,6932,6905
3971892,Sharonville,Ohio,39061,89,13560,1,17140,178,Metropolitan Statistical Area,0,0,0,0,23418,24550,24355,25362,24799,24507,24146,23324,23301,24310,24493,25140,25592,29207
3972088,Sheffield Lake,Ohio,39093,417,9137,1,17460,184,Metropolitan Statistical Area,0,0,0,0,584,531,534,525,493,488,485,567,565,596,533,513,482,412
3972522,Silverton,Ohio,39061,89,4788,1,17140,178,Metropolitan Statistical Area,0,0,0,0,1459,1164,1064,1082,985,1066,1089,1021,911,793,875,876,937,974
3972928,Solon,Ohio,39035,170,23348,1,17460,184,Metropolitan Statistical Area,0,0,0,0,21675,22672,24534,25014,25803,27646,28572,23343,24230,26026,26542,27797,27976,28052
3972977,Somerset,Ohio,39127,10,1481,1,18140,198,Metropolitan Statistical Area,0,0,0,0,393,401,420,422,394,409,393,435,373,398,393,372,371,415
3973264,South Euclid,Ohio,39035,170,22295,1,17460,184,Metropolitan Statistical Area,0,0,0,0,5552,5306,5301,5182,4981,4756,4375,4488,4570,4720,5029,5113,5415,5156
3975098,Strongsville,Ohio,39035,170,44750,1,17460,184,Metropolitan Statistical Area,0,0,0,0,20663,21252,21076,20685,21978,21645,22203,20404,20059,21004,21679,21635,21873,22389
3978932,University Heights,Ohio,39035,170,13539,1,17460,184,Metropolitan Statistical Area,0,0,0,0,3884,3856,3762,3615,3536,3413,3622,3750,3517,3744,4011,4013,3983,3871
3979002,Upper Arlington,Ohio,39049,10,33771,1,18140,198,Metropolitan Statistical Area,0,0,0,0,10389,10509,10314,10388,9645,9875,9836,9751,9718,9977,10485,10820,10830,10535
3979114,Utica,Ohio,39089,10,2132,1,18140,198,Metropolitan Statistical Area,0,0,0,0,696,682,664,682,652,596,622,513,585,525,561,533,542,543
3979716,Vermilion,Ohio,39093,417,10594,1,17460,184,Metropolitan Statistical Area,1,2004,1,0,2484,2797,2582,2606,2417,2409,2457,2095,2183,2363,2291,2194,2292,2202
3980304,Wadsworth,Ohio,39103,170,21567,1,17460,184,Metropolitan Statistical Area,1,2016,1,0,8347,8745,8750,9080,9516,9683,9394,8861,8726,9727,9016,9112,9083,9245
3980990,Warrensville Heights,Ohio,39035,170,13542,1,17460,184,Metropolitan Statistical Area,0,0,0,0,12006,11321,10755,10592,10280,9655,9496,6996,8390,8655,8071,8149,8357,9428
3982642,Wellington,Ohio,39093,417,4802,1,17460,184,Metropolitan Statistical Area,1,2018,1,0,2741,2694,2565,2534,2631,2655,2418,2057,2144,2388,2330,2343,2487,2459
3983342,Westerville,Ohio,39049,10,36120,1,18140,198,Metropolitan Statistical Area,0,0,0,0,21314,19240,21518,21687,23253,24260,24601,24703,25198,28808,28653,29170,27374,28843
3983580,West Jefferson,Ohio,39097,10,4222,1,18140,198,Metropolitan Statistical Area,0,0,0,0,1598,1706,1508,1583,1518,1518,1663,1757,1040,905,2286,2386,3084,2497
3983622,Westlake,Ohio,39035,170,32729,1,17460,184,Metropolitan Statistical Area,0,0,0,0,23184,21674,21916,22656,24069,24297,23406,23428,22004,23646,24105,24987,23803,23824
3985036,Wickliffe,Ohio,39085,170,12750,1,17460,184,Metropolitan Statistical Area,0,0,0,0,8414,8033,7644,7563,7477,7479,7618,6999,6660,7112,7172,7244,7590,8023
3985288,Williamsburg,Ohio,39025,89,2490,1,17140,178,Metropolitan Statistical Area,0,0,0,0,734,755,762,751,737,638,607,611,628,592,617,584,641,590
3985484,Willoughby,Ohio,39085,170,22268,1,17460,184,Metropolitan Statistical Area,0,0,0,0,17472,16846,16993,17342,17671,17327,17657,17169,16050,16150,16260,16521,16428,16697
3986604,Worthington,Ohio,39049,10,13575,1,18140,198,Metropolitan Statistical Area,1,2015,0,1,21827,19817,20326,19174,16960,16629,16506,15473,15888,16424,16034,16594,16934,18253
3986730,Wyoming,Ohio,39061,89,8428,1,17140,178,Metropolitan Statistical Area,0,0,0,0,2676,2695,2841,2894,2901,2729,2610,2375,2125,1205,1282,1400,1371,1011
4801600,Alamo Heights,Texas,48029,69,7031,1,41700,0,Metropolitan Statistical Area,0,0,0,0,3659,3455,3438,3417,3574,3546,3728,3800,3610,3568,3532,4076,3637,3871
4802260,Alvarado,Texas,48251,102,3785,1,19100,206,Metropolitan Statistical Area,0,0,0,0,703,652,782,811,733,797,828,784,1409,978,2161,2141,2094,2041
4802272,Alvin,Texas,48039,9,24236,1,26420,288,Metropolitan Statistical Area,0,0,0,0,9276,8914,9096,9036,9370,9373,9599,9028,9379,10718,14026,14378,13492,14241
4802284,Alvord,Texas,48497,447,1334,1,19100,206,Metropolitan Statistical Area,0,0,0,0,156,117,114,110,96,83,106,125,145,158,133,166,170,88
4803264,Angleton,Texas,48039,9,18862,1,26420,288,Metropolitan Statistical Area,0,0,0,0,5295,5119,5105,5452,5596,5364,5556,5484,5960,5768,4968,5404,7350,5095
4805528,Bandera,Texas,48019,69,857,1,41700,0,Metropolitan Statistical Area,0,0,0,0,296,320,339,358,300,405,414,416,434,1137,1192,1214,1337,1383
4805732,Bartlett,Texas,48491,27,1623,1,12420,0,Metropolitan Statistical Area,0,0,0,0,69,83,79,68,76,17,10,10,161,218,430,455,465,480
4805864,Bastrop,Texas,48021,27,7218,1,12420,0,Metropolitan Statistical Area,1,2007,1,0,4736,5025,5279,5312,5199,5696,5615,5765,6427,6134,5807,5764,6006,6054
4806128,Baytown,Texas,48201,9,71802,1,26420,288,Metropolitan Statistical Area,0,0,0,0,25592,24840,26953,26812,27751,28540,29066,28004,28041,30620,29954,30976,31804,33190
