Year#,Real Property Class,County Name,Municipality,Re Class Name2,Land Par
2015,Residential,POLK,48006 BALSAM LAKE (T),Residential,1353
2015,Residential,POLK,48008 BEAVER (T),Residential,602
2015,Residential,POLK,48010 BLACK BROOK (T),Residential,623
2015,Residential,POLK,48012 BONE LAKE (T),Residential,559
2015,Residential,POLK,48014 CLAM FALLS (T),Residential,420
2015,Residential,POLK,48016 CLAYTON (T),Residential,486
2015,Residential,POLK,48018 CLEAR LAKE (T),Residential,341
2015,Residential,POLK,48020 EUREKA (T),Residential,916
2015,Residential,POLK,48022 FARMINGTON (T),Residential,843
2015,Residential,POLK,48024 GARFIELD (T),Residential,992
2015,Residential,POLK,48026 GEORGETOWN (T),Residential,1557
2015,Residential,POLK,48028 JOHNSTOWN (T),Residential,537
2015,Residential,POLK,48030 LAKETOWN (T),Residential,671
2015,Residential,POLK,48032 LINCOLN (T),Residential,1398
2015,Residential,POLK,48034 LORAIN (T),Residential,208
2015,Residential,POLK,48036 LUCK (T),Residential,555
2015,Residential,POLK,48038 MCKINLEY (T),Residential,361
2015,Residential,POLK,48040 MILLTOWN (T),Residential,1195
2015,Residential,POLK,48042 OSCEOLA (T),Residential,1469
2015,Residential,POLK,48044 SAINT CROIX FALLS (T),Residential,705
2015,Residential,POLK,48046 STERLING (T),Residential,585
2015,Residential,POLK,48048 WEST SWEDEN (T),Residential,459
2015,Residential,PORTAGE,49002 ALBAN (T),Residential,600
2015,Residential,PORTAGE,49004 ALMOND (T),Residential,282
2015,Residential,PORTAGE,49006 AMHERST (T),Residential,627
2015,Residential,PORTAGE,49008 BELMONT (T),Residential,386
2015,Residential,PORTAGE,49010 BUENA VISTA (T),Residential,453
2015,Residential,PORTAGE,49012 CARSON (T),Residential,589
2015,Residential,PORTAGE,49014 DEWEY (T),Residential,448
2015,Residential,PORTAGE,49016 EAU PLEINE (T),Residential,560
2015,Residential,PORTAGE,49018 GRANT (T),Residential,997
2015,Residential,PORTAGE,49020 HULL (T),Residential,2272
2015,Residential,PORTAGE,49022 LANARK (T),Residential,878
2015,Residential,PORTAGE,49024 LINWOOD (T),Residential,553
2015,Residential,PORTAGE,49026 NEW HOPE (T),Residential,449
2015,Residential,PORTAGE,49028 PINE GROVE (T),Residential,385
2015,Residential,PORTAGE,49030 PLOVER (T),Residential,651
2015,Residential,PORTAGE,49032 SHARON (T),Residential,964
2015,Residential,PORTAGE,49034 STOCKTON (T),Residential,1252
2015,Residential,PRICE,50002 CATAWBA (T),Residential,200
2015,Residential,PRICE,50004 EISENSTEIN (T),Residential,772
2015,Residential,PRICE,50006 ELK (T),Residential,1193
2015,Residential,PRICE,50008 EMERY (T),Residential,278
2015,Residential,PRICE,50010 FIFIELD (T),Residential,1370
2015,Residential,PRICE,50012 FLAMBEAU (T),Residential,748
2015,Residential,PRICE,50014 GEORGETOWN (T),Residential,126
2015,Residential,PRICE,50016 HACKETT (T),Residential,200
2015,Residential,PRICE,50018 HARMONY (T),Residential,203
2015,Residential,PRICE,50020 HILL (T),Residential,298
2015,Residential,PRICE,50022 KENNAN (T),Residential,203
2015,Residential,PRICE,50024 KNOX (T),Residential,321
2015,Residential,PRICE,50026 LAKE (T),Residential,1325
2015,Residential,PRICE,50028 OGEMA (T),Residential,593
2015,Residential,PRICE,50030 PRENTICE (T),Residential,400
2015,Residential,PRICE,50032 SPIRIT (T),Residential,356
2015,Residential,PRICE,50034 WORCESTER (T),Residential,1454
2015,Residential,RACINE,51002 BURLINGTON (T),Residential,3143
2015,Residential,RACINE,51006 DOVER (T),Residential,1685
2015,Residential,RACINE,51010 NORWAY (T),Residential,3159
2015,Residential,RACINE,51012 RAYMOND (T),Residential,1348
2015,Residential,RACINE,51016 WATERFORD (T),Residential,2986
2015,Residential,RACINE,51018 YORKVILLE (T),Residential,997
2015,Residential,RICHLAND,52002 AKAN (T),Residential,150
2015,Residential,RICHLAND,52004 BLOOM (T),Residential,181
2015,Residential,RICHLAND,52006 BUENA VISTA (T),Residential,820
2015,Residential,RICHLAND,52008 DAYTON (T),Residential,260
2015,Residential,RICHLAND,52010 EAGLE (T),Residential,184
2015,Residential,RICHLAND,52012 FOREST (T),Residential,79
2015,Residential,RICHLAND,52014 HENRIETTA (T),Residential,222
2015,Residential,RICHLAND,52016 ITHACA (T),Residential,239
2015,Residential,RICHLAND,52018 MARSHALL (T),Residential,212
2015,Residential,RICHLAND,52020 ORION (T),Residential,291
2015,Residential,RICHLAND,52022 RICHLAND (T),Residential,465
2015,Residential,RICHLAND,52024 RICHWOOD (T),Residential,274
2015,Residential,RICHLAND,52026 ROCKBRIDGE (T),Residential,229
2015,Residential,RICHLAND,52030 WESTFORD (T),Residential,174
2015,Residential,RICHLAND,52032 WILLOW (T),Residential,163
2015,Residential,ROCK,53002 AVON (T),Residential,181
2015,Residential,ROCK,53004 BELOIT (T),Residential,3599
2015,Residential,ROCK,53006 BRADFORD (T),Residential,323
2015,Residential,ROCK,53008 CENTER (T),Residential,336
2015,Residential,ROCK,53010 CLINTON (T),Residential,256
2015,Residential,ROCK,53012 FULTON (T),Residential,2228
2015,Residential,ROCK,53014 HARMONY (T),Residential,920
2015,Residential,ROCK,53016 JANESVILLE (T),Residential,1664
2015,Residential,ROCK,53018 JOHNSTOWN (T),Residential,271
2015,Residential,ROCK,53020 LA PRAIRIE (T),Residential,317
2015,Residential,ROCK,53022 LIMA (T),Residential,348
2015,Residential,ROCK,53024 MAGNOLIA (T),Residential,160
2015,Residential,ROCK,53026 MILTON (T),Residential,1576
2015,Residential,ROCK,53028 NEWARK (T),Residential,468
2015,Residential,ROCK,53030 PLYMOUTH (T),Residential,425
2015,Residential,ROCK,53032 PORTER (T),Residential,342
2015,Residential,ROCK,53034 ROCK (T),Residential,1043
2008,Residential,CLARK,10231 GREENWOOD (C),Residential,510
2008,Residential,CHIPPEWA,09221 EAU CLAIRE (C),Residential,704
2008,Residential,EAU CLAIRE,18202 AUGUSTA (C),Residential,658
2008,Residential,GREEN LAKE,24251 MARKESAN (C),Residential,540
2008,Residential,CLARK,10246 LOYAL (C),Residential,503
2008,Residential,CLARK,10261 NEILLSVILLE (C),Residential,1135
2008,Residential,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,2116
2008,Residential,FOREST,21211 CRANDON (C),Residential,1179
2008,Residential,LINCOLN,35251 MERRILL (C),Residential,3407
2008,Residential,MARATHON,37251 MOSINEE (C),Residential,1710
2008,Residential,CHIPPEWA,09281 STANLEY (C),Residential,843
2008,Residential,DODGE,14241 JUNEAU (C),Residential,736
2008,Residential,JUNEAU,29221 ELROY (C),Residential,615
2008,Residential,KEWAUNEE,31201 ALGOMA (C),Residential,1432
2008,Residential,GREEN LAKE,24231 GREEN LAKE (C),Residential,765
2008,Residential,IOWA,25216 DODGEVILLE (C),Residential,1671
2008,Residential,KEWAUNEE,31241 KEWAUNEE (C),Residential,1202
2008,Residential,ASHLAND,02251 MELLEN (C),Residential,645
2008,Residential,IOWA,25251 MINERAL POINT (C),Residential,1164
2008,Residential,ASHLAND,02201 ASHLAND (C),Residential,3370
2008,Residential,DODGE,14236 HORICON (C),Residential,1378
2008,Residential,DODGE,14230 HARTFORD (C),Residential,0
2009,Residential,CLARK,10211 COLBY (C),Residential,492
2009,Residential,IOWA,25216 DODGEVILLE (C),Residential,1673
2009,Residential,EAU CLAIRE,18201 ALTOONA (C),Residential,2257
2009,Residential,GRANT,22271 PLATTEVILLE (C),Residential,2571
2009,Residential,GREEN LAKE,24271 PRINCETON (C),Residential,636
2009,Residential,CHIPPEWA,09221 EAU CLAIRE (C),Residential,748
2009,Residential,DODGE,14236 HORICON (C),Residential,1374
2009,Residential,CHIPPEWA,09213 CORNELL (C),Residential,629
2009,Residential,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,4495
2009,Residential,CLARK,10231 GREENWOOD (C),Residential,509
2009,Residential,EAU CLAIRE,18202 AUGUSTA (C),Residential,658
2009,Residential,EAU CLAIRE,18221 EAU CLAIRE (C),Residential,19145
2009,Residential,GREEN,23206 BRODHEAD (C),Residential,1158
2009,Residential,CHIPPEWA,09206 BLOOMER (C),Residential,1516
2009,Residential,GREEN LAKE,24231 GREEN LAKE (C),Residential,762
2009,Residential,JUNEAU,29221 ELROY (C),Residential,615
2009,Residential,LINCOLN,35251 MERRILL (C),Residential,3408
2009,Residential,MARATHON,37251 MOSINEE (C),Residential,1715
2009,Residential,FOREST,21211 CRANDON (C),Residential,1183
2009,Residential,CHIPPEWA,09281 STANLEY (C),Residential,845
2009,Residential,CLARK,10246 LOYAL (C),Residential,504
2009,Residential,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,2114
2009,Residential,DODGE,14241 JUNEAU (C),Residential,735
2009,Residential,DODGE,14230 HARTFORD (C),Residential,0
2009,Residential,GREEN LAKE,24251 MARKESAN (C),Residential,540
2009,Residential,KEWAUNEE,31241 KEWAUNEE (C),Residential,1204
2009,Residential,CLARK,10261 NEILLSVILLE (C),Residential,1134
2009,Residential,IOWA,25251 MINERAL POINT (C),Residential,1158
2009,Residential,KEWAUNEE,31201 ALGOMA (C),Residential,1437
2009,Residential,ASHLAND,02201 ASHLAND (C),Residential,3369
2009,Residential,ASHLAND,02251 MELLEN (C),Residential,645
2010,Residential,CLARK,10246 LOYAL (C),Residential,504
2010,Residential,CLARK,10211 COLBY (C),Residential,492
2010,Residential,IOWA,25216 DODGEVILLE (C),Residential,1677
2010,Residential,EAU CLAIRE,18221 EAU CLAIRE (C),Residential,19171
2010,Residential,EAU CLAIRE,18201 ALTOONA (C),Residential,2293
2010,Residential,GRANT,22271 PLATTEVILLE (C),Residential,2571
2010,Residential,DODGE,14236 HORICON (C),Residential,1375
2010,Residential,EAU CLAIRE,18202 AUGUSTA (C),Residential,658
2010,Residential,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,4483
2010,Residential,FOREST,21211 CRANDON (C),Residential,1203
2010,Residential,CHIPPEWA,09213 CORNELL (C),Residential,629
2010,Residential,CHIPPEWA,09206 BLOOMER (C),Residential,1509
2010,Residential,CLARK,10231 GREENWOOD (C),Residential,507
2010,Residential,DODGE,14226 FOX LAKE (C),Residential,652
2010,Residential,GREEN,23206 BRODHEAD (C),Residential,1160
2010,Residential,GREEN LAKE,24271 PRINCETON (C),Residential,637
2010,Residential,CLARK,10261 NEILLSVILLE (C),Residential,1135
2010,Residential,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,2092
2010,Residential,GREEN LAKE,24231 GREEN LAKE (C),Residential,761
2010,Residential,LINCOLN,35251 MERRILL (C),Residential,3407
2010,Residential,CHIPPEWA,09281 STANLEY (C),Residential,823
2010,Residential,MARATHON,37251 MOSINEE (C),Residential,1718
2010,Residential,GREEN LAKE,24251 MARKESAN (C),Residential,538
2010,Residential,JUNEAU,29221 ELROY (C),Residential,610
2010,Residential,KEWAUNEE,31241 KEWAUNEE (C),Residential,1205
2010,Residential,ASHLAND,02201 ASHLAND (C),Residential,3408
2010,Residential,ASHLAND,02251 MELLEN (C),Residential,644
2010,Residential,CHIPPEWA,09221 EAU CLAIRE (C),Residential,746
2010,Residential,DODGE,14230 HARTFORD (C),Residential,0
2010,Residential,KEWAUNEE,31201 ALGOMA (C),Residential,1439
2010,Residential,BAYFIELD,04201 ASHLAND (C),Residential,0
2010,Residential,DODGE,14241 JUNEAU (C),Residential,727
2010,Residential,LINCOLN,35286 TOMAHAWK (C),Residential,1577
2011,Residential,LAFAYETTE,33281 SHULLSBURG (C),Residential,589
2011,Residential,MANITOWOC,36251 MANITOWOC (C),Residential,11899
2011,Residential,CLARK,10201 ABBOTSFORD (C),Residential,562
2011,Residential,CALUMET,08231 KAUKAUNA (C),Residential,0
2011,Residential,CALUMET,08211 CHILTON (C),Residential,1374
2011,Residential,JUNEAU,29261 NEW LISBON (C),Residential,489
2011,Residential,CALUMET,08201 APPLETON (C),Residential,3326
2011,Residential,DODGE,14291 WATERTOWN (C),Residential,2636
2011,Residential,DANE,13258 MONONA (C),Residential,2776
2011,Residential,DANE,13282 SUN PRAIRIE (C),Residential,9531
2011,Residential,JUNEAU,29291 WISCONSIN DELLS (C),Residential,0
2011,Residential,MARINETTE,38261 NIAGARA (C),Residential,1014
2011,Residential,ONEIDA,43276 RHINELANDER (C),Residential,2973
2011,Residential,BARRON,03276 RICE LAKE (C),Residential,2931
2011,Residential,OCONTO,42231 GILLETT (C),Residential,567
2011,Residential,OUTAGAMIE,44261 NEW LONDON (C),Residential,592
2011,Residential,MANITOWOC,36286 TWO RIVERS (C),Residential,4679
2011,Residential,GREEN,23206 BRODHEAD (C),Residential,1157
2011,Residential,LAFAYETTE,33216 DARLINGTON (C),Residential,932
2011,Residential,OCONTO,42266 OCONTO FALLS (C),Residential,1175
2011,Residential,DANE,13281 STOUGHTON (C),Residential,4146
2011,Residential,MARINETTE,38271 PESHTIGO (C),Residential,1219
2011,Residential,CLARK,10211 COLBY (C),Residential,494
2011,Residential,JACKSON,27206 BLACK RIVER FALLS (C),Residential,1453
2011,Residential,JUNEAU,29221 ELROY (C),Residential,610
2011,Residential,DANE,13286 VERONA (C),Residential,3622
2011,Residential,MARATHON,37201 ABBOTSFORD (C),Residential,190
2011,Residential,OCONTO,42265 OCONTO (C),Residential,1905
2011,Residential,CALUMET,08206 BRILLION (C),Residential,1176
2011,Residential,DODGE,14292 WAUPUN (C),Residential,1556
2011,Residential,JUNEAU,29251 MAUSTON (C),Residential,1344
2012,Residential,DANE,13286 VERONA (C),Residential,3620
2012,Residential,LAFAYETTE,33281 SHULLSBURG (C),Residential,590
2012,Residential,MANITOWOC,36251 MANITOWOC (C),Residential,11856
2012,Residential,BARRON,03276 RICE LAKE (C),Residential,2927
2012,Residential,CLARK,10201 ABBOTSFORD (C),Residential,562
2012,Residential,DANE,13258 MONONA (C),Residential,2776
2012,Residential,OUTAGAMIE,44261 NEW LONDON (C),Residential,591
2012,Residential,CALUMET,08231 KAUKAUNA (C),Residential,0
2012,Residential,CALUMET,08211 CHILTON (C),Residential,1371
2012,Residential,DANE,13282 SUN PRAIRIE (C),Residential,9534
2012,Residential,JUNEAU,29291 WISCONSIN DELLS (C),Residential,0
2012,Residential,JUNEAU,29261 NEW LISBON (C),Residential,490
2012,Residential,CALUMET,08201 APPLETON (C),Residential,3325
2012,Residential,MARINETTE,38261 NIAGARA (C),Residential,1010
2012,Residential,MARQUETTE,39251 MONTELLO (C),Residential,867
2012,Residential,OCONTO,42231 GILLETT (C),Residential,569
2012,Residential,DODGE,14291 WATERTOWN (C),Residential,2665
2012,Residential,CALUMET,08206 BRILLION (C),Residential,1177
2012,Residential,CLARK,10231 GREENWOOD (C),Residential,510
2012,Residential,MANITOWOC,36286 TWO RIVERS (C),Residential,4681
2012,Residential,CLARK,10211 COLBY (C),Residential,494
2012,Residential,GREEN,23206 BRODHEAD (C),Residential,1155
2012,Residential,LAFAYETTE,33216 DARLINGTON (C),Residential,932
2012,Residential,DANE,13281 STOUGHTON (C),Residential,4147
2012,Residential,JACKSON,27206 BLACK RIVER FALLS (C),Residential,1449
2012,Residential,JUNEAU,29221 ELROY (C),Residential,604
2012,Residential,MARATHON,37201 ABBOTSFORD (C),Residential,189
2012,Residential,OCONTO,42266 OCONTO FALLS (C),Residential,1175
2012,Residential,OCONTO,42265 OCONTO (C),Residential,1901
2012,Residential,DODGE,14292 WAUPUN (C),Residential,1553
2012,Residential,MARINETTE,38271 PESHTIGO (C),Residential,1218
2012,Residential,MANITOWOC,36241 KIEL (C),Residential,1284
2013,Residential,CLARK,10201 ABBOTSFORD (C),Residential,565
2013,Residential,DANE,13258 MONONA (C),Residential,2779
2013,Residential,JUNEAU,29261 NEW LISBON (C),Residential,491
2013,Residential,OUTAGAMIE,44261 NEW LONDON (C),Residential,591
2013,Residential,DODGE,14291 WATERTOWN (C),Residential,2665
2013,Residential,MANITOWOC,36241 KIEL (C),Residential,1282
2013,Residential,MARQUETTE,39251 MONTELLO (C),Residential,866
2013,Residential,BARRON,03276 RICE LAKE (C),Residential,2930
2013,Residential,DANE,13282 SUN PRAIRIE (C),Residential,9464
2013,Residential,CALUMET,08211 CHILTON (C),Residential,1373
2013,Residential,JUNEAU,29291 WISCONSIN DELLS (C),Residential,0
2013,Residential,CLARK,10211 COLBY (C),Residential,496
2013,Residential,LAFAYETTE,33281 SHULLSBURG (C),Residential,590
2013,Residential,JUNEAU,29251 MAUSTON (C),Residential,1345
2013,Residential,MARINETTE,38261 NIAGARA (C),Residential,1008
2013,Residential,CLARK,10231 GREENWOOD (C),Residential,513
2013,Residential,JACKSON,27206 BLACK RIVER FALLS (C),Residential,1449
2013,Residential,CALUMET,08206 BRILLION (C),Residential,1173
2013,Residential,DANE,13286 VERONA (C),Residential,3670
2013,Residential,MARINETTE,38271 PESHTIGO (C),Residential,1220
2013,Residential,OCONTO,42265 OCONTO (C),Residential,1898
2013,Residential,OCONTO,42231 GILLETT (C),Residential,567
2013,Residential,JUNEAU,29221 ELROY (C),Residential,606
2013,Residential,MANITOWOC,36286 TWO RIVERS (C),Residential,4675
2013,Residential,DODGE,14292 WAUPUN (C),Residential,1554
2013,Residential,MARATHON,37201 ABBOTSFORD (C),Residential,190
2013,Residential,DANE,13281 STOUGHTON (C),Residential,4147
2013,Residential,GREEN,23206 BRODHEAD (C),Residential,1150
2013,Residential,LAFAYETTE,33216 DARLINGTON (C),Residential,934
2013,Residential,ONEIDA,43276 RHINELANDER (C),Residential,2963
2013,Residential,CALUMET,08201 APPLETON (C),Residential,3325
2013,Residential,OCONTO,42266 OCONTO FALLS (C),Residential,1171
2014,Residential,CALUMET,08201 APPLETON (C),Residential,3323
2014,Residential,LINCOLN,35286 TOMAHAWK (C),Residential,1575
2014,Residential,BARRON,03212 CUMBERLAND (C),Residential,1115
2014,Residential,MARATHON,37251 MOSINEE (C),Residential,1727
2014,Residential,CHIPPEWA,09206 BLOOMER (C),Residential,1513
2014,Residential,BARRON,03211 CHETEK (C),Residential,1057
2014,Residential,DODGE,14251 MAYVILLE (C),Residential,1842
2014,Residential,LAFAYETTE,33216 DARLINGTON (C),Residential,934
2014,Residential,LAFAYETTE,33281 SHULLSBURG (C),Residential,589
2014,Residential,ASHLAND,02251 MELLEN (C),Residential,633
2014,Residential,MARQUETTE,39251 MONTELLO (C),Residential,865
2014,Residential,MARATHON,37250 MARSHFIELD (C),Residential,287
2014,Residential,CALUMET,08211 CHILTON (C),Residential,1375
2014,Residential,JUNEAU,29251 MAUSTON (C),Residential,1346
2014,Residential,LINCOLN,35251 MERRILL (C),Residential,3395
2014,Residential,COLUMBIA,11211 COLUMBUS (C),Residential,1798
2014,Residential,FOREST,21211 CRANDON (C),Residential,1173
2014,Residential,MARATHON,37281 SCHOFIELD (C),Residential,792
2014,Residential,BARRON,03206 BARRON (C),Residential,1008
2014,Residential,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,2080
2014,Residential,DANE,13221 EDGERTON (C),Residential,45
2014,Residential,JACKSON,27206 BLACK RIVER FALLS (C),Residential,1450
2014,Residential,MARATHON,37291 WAUSAU (C),Residential,13302
2014,Residential,MONROE,41286 TOMAH (C),Residential,2846
2014,Residential,BARRON,03276 RICE LAKE (C),Residential,2901
2014,Residential,CALUMET,08241 KIEL (C),Residential,116
2014,Residential,GREEN,23251 MONROE (C),Residential,3611
2014,Residential,ADAMS,01291 WISCONSIN DELLS (C),Residential,72
2014,Residential,CALUMET,08206 BRILLION (C),Residential,1179
2014,Residential,DODGE,14241 JUNEAU (C),Residential,716
2014,Residential,JUNEAU,29221 ELROY (C),Residential,609
2014,Residential,LAFAYETTE,33211 CUBA CITY (C),Residential,107
2014,Residential,CALUMET,08231 KAUKAUNA (C),Residential,0
2014,Residential,DUNN,17251 MENOMONIE (C),Residential,3373
2014,Residential,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,4499
2015,Residential,BARRON,03211 CHETEK (C),Residential,1059
2015,Residential,CALUMET,08201 APPLETON (C),Residential,3322
2015,Residential,LAFAYETTE,33216 DARLINGTON (C),Residential,936
2015,Residential,MARQUETTE,39251 MONTELLO (C),Residential,860
2015,Residential,MARATHON,37251 MOSINEE (C),Residential,1726
2015,Residential,ASHLAND,02251 MELLEN (C),Residential,634
2015,Residential,CHIPPEWA,09206 BLOOMER (C),Residential,1517
2015,Residential,DODGE,14236 HORICON (C),Residential,1379
2015,Residential,LAFAYETTE,33281 SHULLSBURG (C),Residential,590
2015,Residential,LINCOLN,35286 TOMAHAWK (C),Residential,1572
2015,Residential,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,4454
2015,Residential,COLUMBIA,11211 COLUMBUS (C),Residential,1812
2015,Residential,LINCOLN,35251 MERRILL (C),Residential,3394
2015,Residential,MARATHON,37250 MARSHFIELD (C),Residential,253
2015,Residential,BARRON,03206 BARRON (C),Residential,1053
2015,Residential,GREEN,23251 MONROE (C),Residential,3612
2015,Residential,JACKSON,27206 BLACK RIVER FALLS (C),Residential,1446
2015,Residential,ADAMS,01291 WISCONSIN DELLS (C),Residential,71
2015,Residential,BARRON,03276 RICE LAKE (C),Residential,2895
2015,Residential,DODGE,14241 JUNEAU (C),Residential,722
2015,Residential,MARATHON,37281 SCHOFIELD (C),Residential,792
2015,Residential,MARATHON,37291 WAUSAU (C),Residential,13291
2015,Residential,MONROE,41286 TOMAH (C),Residential,2845
2015,Residential,BARRON,03212 CUMBERLAND (C),Residential,1126
2015,Residential,CALUMET,08231 KAUKAUNA (C),Residential,0
2015,Residential,DANE,13221 EDGERTON (C),Residential,44
2015,Residential,CALUMET,08241 KIEL (C),Residential,114
2015,Residential,CALUMET,08206 BRILLION (C),Residential,1175
2015,Residential,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,2083
2015,Residential,JUNEAU,29221 ELROY (C),Residential,597
2015,Residential,FOREST,21211 CRANDON (C),Residential,1170
2015,Residential,DUNN,17251 MENOMONIE (C),Residential,3405
2015,Residential,BAYFIELD,04206 BAYFIELD (C),Residential,563
2015,Residential,DODGE,14251 MAYVILLE (C),Residential,1835
2015,Residential,JUNEAU,29251 MAUSTON (C),Residential,1344
2015,Residential,LAFAYETTE,33211 CUBA CITY (C),Residential,107
2016,Residential,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,4489
2016,Residential,DODGE,14251 MAYVILLE (C),Residential,1822
2016,Residential,LINCOLN,35286 TOMAHAWK (C),Residential,1587
2016,Residential,ASHLAND,02251 MELLEN (C),Residential,630
2016,Residential,CALUMET,08201 APPLETON (C),Residential,3324
2016,Residential,MARQUETTE,39251 MONTELLO (C),Residential,856
2016,Residential,BARRON,03212 CUMBERLAND (C),Residential,1125
2016,Residential,BARRON,03211 CHETEK (C),Residential,1065
2016,Residential,DODGE,14236 HORICON (C),Residential,1377
2016,Residential,LAFAYETTE,33216 DARLINGTON (C),Residential,936
2016,Residential,MARATHON,37251 MOSINEE (C),Residential,1724
2016,Residential,CHIPPEWA,09206 BLOOMER (C),Residential,1528
2016,Residential,COLUMBIA,11211 COLUMBUS (C),Residential,1823
2016,Residential,MARATHON,37250 MARSHFIELD (C),Residential,251
2016,Residential,BAYFIELD,04206 BAYFIELD (C),Residential,565
2016,Residential,GREEN,23251 MONROE (C),Residential,3607
2016,Residential,LAFAYETTE,33281 SHULLSBURG (C),Residential,589
2016,Residential,ADAMS,01291 WISCONSIN DELLS (C),Residential,72
2016,Residential,CALUMET,08231 KAUKAUNA (C),Residential,0
2016,Residential,CALUMET,08206 BRILLION (C),Residential,1174
2016,Residential,CRAWFORD,12271 PRAIRIE DU CHIEN (C),Residential,2084
2016,Residential,DODGE,14241 JUNEAU (C),Residential,721
2016,Residential,JACKSON,27206 BLACK RIVER FALLS (C),Residential,1446
2016,Residential,JUNEAU,29221 ELROY (C),Residential,593
2016,Residential,MARATHON,37291 WAUSAU (C),Residential,13285
2016,Residential,DANE,13221 EDGERTON (C),Residential,45
2016,Residential,LAFAYETTE,33211 CUBA CITY (C),Residential,108
2016,Residential,CALUMET,08241 KIEL (C),Residential,114
2016,Residential,DUNN,17251 MENOMONIE (C),Residential,3419
2016,Residential,MARATHON,37281 SCHOFIELD (C),Residential,793
2016,Residential,BARRON,03276 RICE LAKE (C),Residential,2918
2016,Residential,BARRON,03206 BARRON (C),Residential,1048
2016,Residential,CALUMET,08211 CHILTON (C),Residential,1380
2016,Residential,FOREST,21211 CRANDON (C),Residential,1172
2017,Residential,DANE,13221 EDGERTON (C),Residential,45
2017,Residential,GREEN LAKE,24206 BERLIN (C),Residential,2009
2017,Residential,MONROE,41286 TOMAH (C),Residential,2847
2017,Residential,RACINE,51276 RACINE (C),Residential,24012
2017,Residential,DODGE,14211 COLUMBUS (C),Residential,0
2017,Residential,BAYFIELD,04201 ASHLAND (C),Residential,0
2017,Residential,DODGE,14206 BEAVER DAM (C),Residential,5057
2017,Residential,EAU CLAIRE,18202 AUGUSTA (C),Residential,659
2017,Residential,EAU CLAIRE,18221 EAU CLAIRE (C),Residential,19381
2017,Residential,MARINETTE,38271 PESHTIGO (C),Residential,1202
2017,Residential,CHIPPEWA,09211 CHIPPEWA FALLS (C),Residential,4493
2017,Residential,GREEN LAKE,24231 GREEN LAKE (C),Residential,744
2017,Residential,MARATHON,37251 MOSINEE (C),Residential,1725
2017,Residential,MARQUETTE,39251 MONTELLO (C),Residential,852
2017,Residential,SAWYER,57236 HAYWARD (C),Residential,942
2017,Residential,LANGLADE,34201 ANTIGO (C),Residential,3185
2017,Residential,MARATHON,37281 SCHOFIELD (C),Residential,792
2017,Residential,CHIPPEWA,09206 BLOOMER (C),Residential,1531
2017,Residential,GREEN LAKE,24251 MARKESAN (C),Residential,537
2017,Residential,BAYFIELD,04291 WASHBURN (C),Residential,1059
2017,Residential,CLARK,10286 THORP (C),Residential,722
2017,Residential,GREEN LAKE,24271 PRINCETON (C),Residential,640
2017,Residential,IRON,26236 HURLEY (C),Residential,893
2017,Residential,LA CROSSE,32246 LA CROSSE (C),Residential,13569
2017,Residential,MARATHON,37250 MARSHFIELD (C),Residential,251
2017,Residential,CLARK,10281 STANLEY (C),Residential,1
2017,Residential,DOUGLAS,16281 SUPERIOR (C),Residential,9410
2017,Residential,EAU CLAIRE,18201 ALTOONA (C),Residential,2549
2017,Residential,OCONTO,42266 OCONTO FALLS (C),Residential,1167
2017,Residential,OCONTO,42265 OCONTO (C),Residential,1859
2017,Residential,CLARK,10265 OWEN (C),Residential,448
2017,Residential,LA CROSSE,32265 ONALASKA (C),Residential,5579
2017,Residential,MONROE,41281 SPARTA (C),Residential,2809
2017,Residential,MARATHON,37211 COLBY (C),Residential,189
2017,Residential,BUFFALO,06206 BUFFALO CITY (C),Residential,773
2017,Residential,MARATHON,37291 WAUSAU (C),Residential,13222
2017,Residential,BAYFIELD,04206 BAYFIELD (C),Residential,564
2017,Residential,BUFFALO,06201 ALMA (C),Residential,460
2017,Residential,MARATHON,37201 ABBOTSFORD (C),Residential,191
2017,Residential,OZAUKEE,45271 PORT WASHINGTON (C),Residential,3933
2017,Residential,RACINE,51206 BURLINGTON (C),Residential,3080
2018,Residential,MARATHON,37250 MARSHFIELD (C),Residential,226
2018,Residential,GREEN LAKE,24231 GREEN LAKE (C),Residential,744
2018,Residential,MARINETTE,38271 PESHTIGO (C),Residential,1197
2018,Residential,DODGE,14211 COLUMBUS (C),Residential,0
2018,Residential,EAU CLAIRE,18201 ALTOONA (C),Residential,2546
2018,Residential,MARATHON,37251 MOSINEE (C),Residential,1727
2018,Residential,MONROE,41286 TOMAH (C),Residential,2852
2018,Residential,RACINE,51276 RACINE (C),Residential,23996
2018,Residential,CHIPPEWA,09206 BLOOMER (C),Residential,1534
2018,Residential,MARQUETTE,39251 MONTELLO (C),Residential,848
